,pred,real
0,0.0,0.0
1,0.0,-0.0763438866860127
2,0.0,-0.0075604692858976
3,0.0,0.0525369026497281
4,0.0,-0.0151190923204351
5,0.0,-0.0191016488097878
6,0.0,0.0544350366320881
7,0.0,0.0416401923600296
8,0.0,-0.0793784533738375
9,0.0,0.0474514382891646
10,0.0,-0.0126285609976546
11,0.0,-0.068127635579449
12,0.0,0.0453610239586481
13,0.0,-0.0670868201543546
14,0.0,-0.0579708629716074
15,0.0,0.0528435305186247
16,0.0,-0.0437020762723824
17,0.0,-0.0078628448105523
18,0.0,-0.0219850752344635
19,0.0,-0.0411713578927448
20,0.0,0.0033132852390604
21,0.0,0.0455609741118302
22,0.0,-0.0774942925991931
23,0.0,-0.0043393223207702
24,0.0,0.052977420329565
25,0.0,0.1015686992332393
26,0.0,0.1212213245132753
27,0.0,0.0292070407707399
28,0.0,0.0355713299660178
29,0.0,-0.0203950835967229
30,0.0,0.0417223092580825
31,0.0,-0.0435085997214613
32,0.0,-0.0443819516933933
33,0.0,0.0204077025727811
34,0.0,-0.0771735498948279
35,0.0,-0.0152465867857299
36,0.0,-0.0226699605134836
37,0.0,-0.0145829869994971
38,0.0,0.007287036563569
39,0.0,0.0784209431316269
40,0.0,0.096163941699791
41,0.0,0.0175412684956454
42,0.0,0.0511788849414475
43,0.0,-0.040056897312552
44,0.0,-0.0106110912672315
45,0.0,0.036697209047446
46,0.0,-0.064090635971671
47,0.0,0.0531254366295022
48,0.0,-0.0111544460582596
49,0.0,-0.0703076862399598
50,0.0,0.0557240786779636
51,0.0,-0.0376543856892896
52,0.0,-0.041485819796974
53,0.0,0.0542970346037482
54,0.0,-0.0334667478258997
55,0.0,-0.062085941707432
56,0.0,0.0274429494731892
57,0.0,0.0510011496429863
58,0.0,-0.0116120714767687
59,0.0,0.0662050984910602
60,0.0,0.0550837498647721
61,0.0,-0.0589729724944926
62,0.0,0.0065828111654526
63,0.0,0.0465399903159132
64,0.0,-0.0439623021215651
65,0.0,0.0311875800812714
66,0.0,-0.0591611528599347
67,0.0,-0.0461425295820141
68,0.0,0.0063718417938446
